title,rating,body
Overall quality,1,"  Worth money, its good if you want to gift your parents or looking for an optional phone."
Duplicate product. Not working,1,  Duplicate product. Not working . Waste of purchasing. It will impact bad name for Amazon
Nice,5,  Nice phone
Value for money,4,"  No finger print sensor...Unwanted chineese app loaded, it is unable to uninstall.."
Good product,2,  No fingerprint sensor😡😡
GOOD,5,  GOOD
good,5,  Good
good,5,  good
Nice,4,  Nice
Good,5,  Good
good,5,  good
G,4,  Good
Budget phon,4,  Good
goog,5,  good
Good,5,  Good
Good,4,  Good
Very helpful 👍🏻👍🏻,5,  Soo good quality I like this product it's so easy to use and bettery life 1 day soo cool product
Please don't buy,3,  The phone is getting hang after one week of use.Not worth to buy
Very nice phone,5,  Very good at the price of 6800
Performance,4,  The phone is in budget but the camers quality is little bit low but the performance is good in all field
Simply superb and budget phone,5,  The battery drain is very high.i wasn't remember any fingerprint is not available.Camera quality is good
Waste of money,1,"  The phone is having problems after a month, updated the system and it's rebooting non-stop, disappointed"
"Phone is good looking & display, battery backup is good quality.",4,  Battery backup is goodCamera quality normalSounds quality is goodPhone looking at good
Super,5,  Good
Very nice,5,  Good product Same as shown in the picture. Thanks Amazon
Value of money as well as overall performance,4,  Best pH this price
Best Buy,5,  My father loved it
Good and decent,4,"  Your browser does not support HTML5 video.


   Good I liked it.but the fingerprint sensor must have to be."
Best budget phone,5,  Gud
Medium,4,  Ok medium
Dabba phone,4,  Body quality very cheap
This is the baap of all mid range phones,5,  Everything is fine but it still contain chinese appp
Epic phone,5,  Very nice phone for this price segmentGood cameraStunning battery life all next level
Please don't buy this Phone,1,  Phone worked for only 3 months in a yearI bought it in January  and  it stopped working  in April
good,5,  quality good
Good battery backup,5,  Good product
Good,3,  Battery life
Budget phone,3,  Not bad
"It is a budget phone for normal use, good.",5,"  No fingerprint sensor, only face lock, battery life ok, camera quality average"
Nice,3,  Nice
Good,4,  Good product... For this price item is excellent
Terrible,1,"  Just bought few days ago, and it hangs a lot.Terrible experience"
Redmi 9a,5,  Awesome phone in 6800rs
Good in these price range,4,  Display and battery life is awesome.......Camera doesn't work like 13 MP camera....But good phone
Phone is best but there is no bill paper inside the packing or box.,4,  Best phone in just 6799.
Go for it good deal,4,  Overall good at battery backup and nice lookOn average itz a good products at this range
Worthy of the money.,4,  Real good.. Worth buying if you just need mobile for basic stuffs like calling and texting. Overloading shouldn't be done.
Worst,1,  Worst camera😡slow performance. Poor battery performance. The touch is not good either. Hangs.
Good,5,  Good
Good,5,  Good
In budget nic3,5,  Super
Price and quality,5,  Nice model of Redmi in cheap rate.
Product is good in parlance of limited budget 👍💚,4,  Good handy features which can be expected from a limited budget phone. ..In short paisa wasool😜
Battery very so drain camera quality and sound quality not louder it is very cheap mobile,2,  Camera quality is so poor and battery  is so poor is draining fast very heat so fast price are so high
Good one,4,  Cheap and best
Battery,3,  No battery life
Nice mobile,5,  Nice mobile
Don't buy this model,1,  Money waste
Ok but camera poor quality real,3,  Good phone .Battery size speed ok camera very poor
With limited resources,4,  Kind of phone that can you gift to your parents
Good phone,4,  Good phone with awsome specs in this pricerange
Waste of money,2,"  Waste of money, camera is worst. Utterly disappointed."
Excellent.,4,  Very Nice product of this price range.. I M satisfied.
Better,5,  Better quality minimum range
Chinese product,1,  It's  made in China. But in website it is mentioned as make in India.
I didn't receive earphones,4,  I didn't receive earphones.
Camera,5,  Front camera not good
I want to improve camera quality,3,  I dislike this camera
Mobile,4,  Mobile is good performance but camera is not good of front side & images will come not clearly also .
Avarage,3,  Nature green display color and original phone color are not same..Color is deep blue..not green
Battery is powerful,4,  We got the Redmi 9A mobile phone is superb & also Amazon delivery service is quick got it before time
Under 6999 Price is good quality produced,5,"  Battery pickup is good picture quickly is very good under 6999 ,big display 6.5inch ,5000 mah battery"
Performance is good,5,"  Nice phone in low budget , battery & camera quality is good,  natural green colour is looking  good ,"
Cheap and best,5,  This product is cheap and best quality....Battery life is good but camera quality is very bad
Good,4,  Using nice
Very nice phone,5,"  Very useful under 7000 smart phoneI like this phone ,bettry backup long term ."
Worst camera quality,1,"  Look and feel is good, but camera is worst, redmi 7 camera is better than redmi 9 .."
Must buy,5,"  My driver happy to use this mobile, battery camera both are best in this price range"
Not so good it's ok,3,  There is no fingerprint reader in Redmi 9aAnd sometime touchpad is not working
Mi mobile phone,5,  Mobile phone is good and battery backups 4 day
Wrost mobile,1,"  Don't buy , wrost mobileIf you buy it you will regret surelyToo much lag on 3gb varient"
Good phone for home use,4,  Slow multi tasking.. good battery life.. big display and good sound.
📷,5,"  i like this phone, battery level is good also camera in under 8000/-"
Good Budget Phone,3,  Camera should have been better. Performance wise this phone is Okay.
Made in China not India,4,  Good product but MADE IN CHINA. Camera os ok.
Poor quality,1,  Poor quality
Goods One,5,  Nothing as such
Value for money,3,  Value for money
Ofcourse Best choice for casual user,5,"  Best in this price range, awesome battery, good range reception, display satisfactory considering the price"
Wrist phone,1,  A wrist phone inthe worldAnd amzaom cames a damaged phoneAnd there is not returning option
Overall,5,  Very nice and cool mobile.... Its budget phone for low income people... Its good in 7000 RS.
Redmi 9a 2gb/32gb review,4,  Over all good for limited uses camera quality not good other wise ok at this segment
Very poor sound and camera,3,  Big in size and bettery. Very poor in sound and performance.
Look ok,4,  Good to use the item. Will be correct for just normal usage.
Value for money,4,  Value for money
Great phone,5,  Great phone in good budget
Price wise good,4,  Good product is this range
Redmi 9a,5,  Thank you Amazon... best product
Mobile phones is awesome in budget,5,  Thanks for Amazon for this product
G,4,  Good
Good phone.,5,  Good phone. I bought it for additional business purposes and it really is good.
Good product,4,  Its a good product. Worth buying it. Battery life is too good. Signal reception ability is also good
Indian's no 1 mobile redmi,5,  Redmi 9a is redmi's best mobile good battery life value for money also bestI like redmi mobile
It's good for study.,4,  Batter life is good. Camera quality is disappointed but genral use and for study purpose is to good.
worth,5,  good
Very good product,5,  I this lik is product
Best Mobile in low Budjet,3,"  Usp is super battery, big screen"
Worst mobile I have ever seen,1,  Sound quality while calling is worst & one another defect is that battery 🔋heated up while charging
Battery issue,3,  Battery issue.. battery not stable its drain within a day... not satisfy with battery
Affordable,5,  I bought this for my mother... Good product and affordableEasy to use
